Campylobacter_jejuni_subsp_jejuni_NCTC_11168_ATCC_700819,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/085/GCA_000009085.1_ASM908v1/GCA_000009085.1_ASM908v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/085/GCA_000009085.1_ASM908v1/GCA_000009085.1_ASM908v1_genomic.gff.gz
Pseudomonas_fluorescens_F113,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/065/GCA_000237065.1_ASM23706v1/GCA_000237065.1_ASM23706v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/065/GCA_000237065.1_ASM23706v1/GCA_000237065.1_ASM23706v1_genomic.gff.gz
Xanthomonas_campestris_pv_campestris_str_ATCC_33913,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/145/GCA_000007145.1_ASM714v1/GCA_000007145.1_ASM714v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/145/GCA_000007145.1_ASM714v1/GCA_000007145.1_ASM714v1_genomic.gff.gz
Salmonella_enterica_subsp_enterica_serovar_Typhi_str_CT18,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/995/GCA_000195995.1_ASM19599v1/GCA_000195995.1_ASM19599v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/995/GCA_000195995.1_ASM19599v1/GCA_000195995.1_ASM19599v1_genomic.gff.gz
Yersinia_pestis_CO92_GCA_000009065.1_ASM906v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/065/GCA_000009065.1_ASM906v1/GCA_000009065.1_ASM906v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/065/GCA_000009065.1_ASM906v1/GCA_000009065.1_ASM906v1_genomic.gff.gz
Staphylococcus_aureus_subsp_aureus_NCTC_8325_GCA_000013425.1_ASM1342v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/425/GCA_000013425.1_ASM1342v1/GCA_000013425.1_ASM1342v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/425/GCA_000013425.1_ASM1342v1/GCA_000013425.1_ASM1342v1_genomic.gff.gz
Staphylococcus_epidermidis_ATCC_12228,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/645/GCA_000007645.1_ASM764v1/GCA_000007645.1_ASM764v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/645/GCA_000007645.1_ASM764v1/GCA_000007645.1_ASM764v1_genomic.gff.gz
Lactococcus_lactis_subsp_lactis_Il1403,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/865/GCA_000006865.1_ASM686v1/GCA_000006865.1_ASM686v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/865/GCA_000006865.1_ASM686v1/GCA_000006865.1_ASM686v1_genomic.gff.gz
Bacillus_cereus_ATCC_14579,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/825/GCA_000007825.1_ASM782v1/GCA_000007825.1_ASM782v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/825/GCA_000007825.1_ASM782v1/GCA_000007825.1_ASM782v1_genomic.gff.gz
Clostridium_perfringens_ATCC_13124,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/285/GCA_000013285.1_ASM1328v1/GCA_000013285.1_ASM1328v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/285/GCA_000013285.1_ASM1328v1/GCA_000013285.1_ASM1328v1_genomic.gff.gz
Listeria_monocytogenes_EGDe,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/035/GCA_000196035.1_ASM19603v1/GCA_000196035.1_ASM19603v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/035/GCA_000196035.1_ASM19603v1/GCA_000196035.1_ASM19603v1_genomic.gff.gz
Mycobacterium_avium_subsp_paratuberculosis_K10,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/865/GCA_000007865.1_ASM786v1/GCA_000007865.1_ASM786v1_genomic.fna.gz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/865/GCA_000007865.1_ASM786v1/GCA_000007865.1_ASM786v1_genomic.gff.gz
